text,label
哎，喂，你好哎，你好，请问是这个需您好，请问是许修那个长吗？,0
呃，我是取消英本人,0
啊，你好，我这边是咱们一对一的账户，老实就说您之前有在我们这边留队，留了一个高一，这个文书的这个时间可吗，现在不知道是否还有印象,0
啊，我这个我没有印象哎,0
就是长的一对一,0
我们这边针对这样一个机构，您当时有留吗，是您留的还是嗯，代理的18，那里,0
这个不大清楚,0
是之前就是之前这边有，就是老是联系过您吗，有没有再去联系过的，因为联系上了是吧,0
我不知道啊,0
哦，是的，那这边看我们这边看是您留了一个高一文数的这个，这样一节视频课，那我这边来电话想了解一下，就是说您最近那个学习成绩去怎么样的，需要这个相应的就是知道一下,0
嗯，不好意思啊，我这里搞了本地的，然后现在不大需要了,0
嗯嗯，好的好的您这个您报的话是要立即报的那个就是下课班吗？,0
可能是吧,0
就是说一个老是在很多这种认证是盗版,0
嗯，没有对，没有去上班，现在,0
没有啊,0
就是最近才报的是吧,0
哦，那您这个重置的话，现在是高一，我看写的是文字，是语言数学不太好是,0
哦，就是说能正常达到一个多少分啊，可以问下嘛，就说现在考试的话，如果是100分，这样子变高的它有的是一百块150限制了吧,0
158，那您授权他人的，可多少，嗯好的少,0
呃，100多分,0
100多分的话，还是现在1.0记录，4点COM这个具体是什更多的话，到时候刚才的话应该可以考120分以上。,0
对对对，那我们这边好，我知道您家里那边给您报的这样一个是需要自助是什么机构，我真我们这边的话是线上一对一就说老是的话是通过客户端在网上注册一个，老是这个解冻进行一个这个现象收到然后，老是的话呢，是我们这边是来着1985，好211就是大写的，全国排名小25所高校，里面的老师啊，可能会有清华北大也都有上面最大都有系统是正常情况。,0
嗯呃，那个什么？不好意思啊，我这里拿这一个，就是在这本的，请了，然后又比不需要了,0
哦，那行那行，那好，我这边给您备注一下，您可以回答，也问一下嘛，是不是您家里人的呢，就是说当时报这样一个一个，如果没有话这边我们不要了，好,0
哦，好的，谢谢,0
嗯，好的，好的那先这边,0
嗯再见,0
嗯你好,0
哎，喂了声，你好，我是刘老师,0
嗯，你好嗯,0
刚刚还是说那个电脑开机，开不了了,0
哦，那可以的嗯2,0
嗯，好的，明天,0
嗯，然后明天晚上你看可以嘛，您,0
啊，因为这个申请您要没时间啊，对好可以可以,0
对，那我是把这些可直接条到明天去了，好吧,0
哎，你好嗯，好的，明天是吧,0
啊173，您说一下那,0
嗯好的好。,0
昨天还好的，然后今天电脑，因为它电脑好像时间蛮长的了，昨天其实都正常，今天也就是完全就打不开了，然后妈妈也去不好意思。,0
你用的是免费，没事没事啦，那,0
早点休息吧。,0
嗯，好吧，好吧嗯，好好嗯，好再见,0
啊，还有问题，我们在之前说,0
嗯，好嘞好嘞好嘞嗯哎好的,0
喂他，然后再立马吗，我是挂失,0
但是，呃呃，我我知道了，嗯,0
你知道是吧，我刚看你在微信上面给我留了言，然后怎么又撤回去了呢？知识呵呵呵呵呵，没看到，是吧，我没看到哎，怎么确定了2个信息，是想要自己发的吗，还是等哎喂嗯啊，为什么？,0
啊，添加您发的是吧，他就是账户存在兴奋了，还是怎么回事，上课下来觉得这个老师来讲再来都听懂了吗，有时,0
货吗哦,0
他说要裂了，你cp意思是18点，嗯，打电话打电话给他，我问他为什么要把我念了，会都说系统的,0
嗯，好哎，小白，你在说,0
变嗯好,0
部分游戏的把里面,0
啊，游戏里面是吧，我不管邮件啊在哪个游戏里面，要把我面啦，我也说的就说那个我还是哦说，那个许许吧啊，要看您还需要这个,0
那您跟我说一下，这个时间，晚上都教你什么啦，不在考虑,0
点瘦版证书啊，写了什么？请问，百分四,0
百分数啊，我看了是最后面给您讲的那3到期，您都没有做的很好也面立即到的做的超级,0
是吧嗯是,0
那怎么回事啊，你跟我说说自己当时是哪里，没有想明白你跟我讲,0
后三期四那问题,0
后三期是怎么啦？,0
那当前还说好好说，只要订单号好久好好,0
这个外国人知道，关于,0
问31比较比较难，是这个意思吗？是哪三,0
后在点击那专辑,0
啊后三期是哪三题,0
啊，你看你刚刚上完这半个小时，都还不到呢，你自己都想不起来,0
没有啊，已经哎，你好什么？已经一个小时了。,0
我看你最后那两最后那笔着急呢，女士也都理解的不是很影响前面的，只要去自己都是会做的哦。嗯对吧，给您的解答，您对这种我看哎，你前面那笔到期,0
是登录对吗？,0
然后，后面有1到期呢，是属于就是排队的吧，您还想起来吗？草菇两个对，然后一一对呢，是甲队的7分之3。,0
哦那哎，就那个对，就是就是那个提从甲这里拍30个人，到乙队，然后一队的人数拿去甲队的3分之二的这个给还记得吧，人家跟你这两个对原原来最开始的时候，可有多少人,0
嗯还记得吧是的,0
记得呀，这个其他还是怎么做的，你跟我讲讲这个题的4一个对,0
因为私下,0
这个都是24号了，他现在说了多少？,0
第二个是什么？我说恩第一个对价格多少,0
嗯，到第二个啊,0
第一个对头掉了30个人，到第二个，对啊哦，那就是第二次处理过后所以这样一点什么，应该属,0
哦，对嗯三嗯,0
积分是31分之3和五分之2，都是怎么来的呢？,0
身份证啊，是7分之分的，加上身份,0
嗯，那你为什么要这么这么算呢，你点击它是怎么回事儿，账号被扣的,0
那商家，占总数的,0
占总数的几分之几，是吧嗯，好，这个就看看来女士有汇了,0
然后，那您知道这个急，为什么我们要以这种思路做吗，你们学校了就没给你讲过这种累死啦,0
好好转了好几,0
啊，有奖过去啦，今天晚上怎么又忽然忘记你说你讲卡奇怎么啦，我就说就类似于这个刚刚给您举得例子的这个题刚啊，我不知道你们是啊，提那什么就就我刚跟你说的这两个，对吗？啊嗯，你们学校老师有没有跟您讲过类似于这种,0
一目的讲过讲,0
的啊，今天晚上怎么忽然忘记了，我看你寄到寄函，我们注册,0
嗯，知道，嗯，所以是不是特价负级的少啦是吧,0
是这样子的吗？你不要,0
银行修，然后,0
不讲话了啊，那,0
问你啊，加您今天这个可下载，和你讲完之后，自己这种题目都会做了马夹账号不会出错了,0
不会了啊，那我给您个小,0
让我然,0
哦，我妈老是说了啊，拒绝可以加您点进来不错的，就是后面两道大吉坐下来，稍微有一点点困哪一些，那希望说呢，他给你留得那个做一啊，自己,0
嗯够烦,0
完整一下，然后你让他给,0
好不好哦,0
好呀好呀，那如果是之后继续让这个房老师来代，你看行不行啊,0
嗯陈燕,0
行啊，好那，您把这个电话给他妈妈，这边，然后我刚刚发来说一说，咱们这个进行扣的一些情况，看看妈妈的一些。,0
诶呀好吗哎好,0
哎，你在电话吗聊天的电脑,0
啊，可以知道，等一下啊啊,0
我大概跟您说一下那节课的下架来相对来讲，还可一节课吗也没有说是儿走时没有注意了,0
没有注意期满的奖啊，那,0
哦，只有两家来呢，感觉就她拒绝可啊，因为时间,0
嗯，四五分钟，这个态度还是可以的,0
是说，存在的问题是什么？就感觉您看咱们这边,0
再讲百分数和和,0
你的一些题1个百分数和分数的一些题，这些题目的章的,0
前面那些还比较简单,0
那他差不多能够做对账,0
后面遇到一点哪一点的，因为后面的时候就是属于着相对来讲,0
没有到二叔那种难度大水，就是品,0
天课本之外，稍微拓展一些，他这个提示的不是您那觉得就是一个呢，跟她自己的座机量有关。,0
当然，我不知道他们接下来有没有往这个方向处理啊，可能跟他自己做的量有关系，第二个呢也跟她自己做题的思路。,0
对你看他前面一些基本题的时候，它自己能给你打了很,0
一点就是属于那种，就有一点点属于瑞老，是跟我讲过去的，我就知道大概怎么做了，后面我遇到那种相似的，他就有点小往这个方向去套。那有周思考，就是一并没有思考，特别深入。就是这个提，为什么要这么做，他可能心里也没数,0
就像我刚回到他。,0
同意从甲对调了一位来，你为什么要减去十分之3，要？,0
嗯，就我们这儿还没有给您补讲的，特别明白对吧,0
那说，他可能就是在平时自己做题的时候呢，这个四,0
好程度还是不限购的。,0
也就是说为什么拒绝，可你看了具体，还想提的时候或者他自己有之路，老是会让他把字给,0
啊，出来，然后,0
讲，他自己一次让他做一个对,0
对吧，那第二个呢，如,0
是有遇到那种他自己不会的题，老是不会说直接把自己的支付给他，会先让他自己去理解一下，这到底应该怎么样，因为没到期了，然后面不是有一个解,0
密码要,0
那应该具体的怎么样去理解，然后老是在讲,0
这样子，记录,0
那正常情况下，只有我们自己在注册的时候，也会发现，如果一个就不会做了，那我可能我看一下答案，如果哪里不懂啊，我在电脑,0
是分期,0
电脑，嗯，就是说他自己能够养成一个习惯，具体可像遇到不会题的时候，就已经去分析下这个评价，怎样去做，怎样去理解它这个转,0
是吧，所以所以老师就说呢，拒绝撤下来，我更多的需要你自己先去分析一下，看看这种应该怎样去做，就是为了朋友，你之后遇到一些哪一笔的题目，咱们自己也得去翻一翻看看这个题的时候应该往里，反正寄走，然后再去问他了。,0
你不能，你不能说遇到一个的，不会就直接问，不会给别人让他自己没有一个思考的过程呢，就是跟他讲了，他就会觉得奥我懂了，她自己还是不会思考自己申诉。,0
嗯，如果去之后去教他的话呢，就嗯，孩子的一些基本的点，还可以的，我们就先同意的基本衣服，他自己存在一些漏洞的那会，刚才去查了补贴，比如说像这次这样子，因为我们给到的会比较晚。,0
最近去老是没有用上之后，如果说我们在上课的话，那您说在另外卖家说什么没有接到我,0
这个消息不小心，好像还,0
嗯，你门窄一点是不是说？什么,0
交易资料那个嗯，2点，我能讲啊，我能想你们就说繁忙，是的话讲给您听的，我又不能讲课，对,0
嗯，我要邮箱难打一点，因为,0
啊，我第一次是在网络上这样子，上次啊啊，然后都感觉好像嗯，对呀，怎么？你好那个照相客户送的好像会缺乏一笔一样呢，好像啊，怎么啥在那边？,0
呃，自己哪个淘宝不知,0
不知道就是可能也是没怎么支付，不知道怎么做，然后嗯然后,0
弄完吗，就他那边再,0
为了你的4s这样讲，你跟他客户问他的时候，他都好像也没什么图片，也还呀，应该蛮久,0
对直接把那个给他，他才能够,0
啊，所以我觉得好像好像是因为我鞋子里面这个马仔，最好,0
那其他,0
因为好像好像从这个选的这种付款的银行卡怎么没有链接页面吗，然后好像停车什么东西的要通过，是手机看的清楚的金额才会达到了，就申诉的李,0
然后还还在关闭申请，好像还是缺乏了一点，好像很那个。,0
呃，怎么说呢？,0
可呃，也好像为了多天，你怎么这，哎，我听，哎，我一直说今天他不来查呃呃啊，我知道你，你们你，你的意思呢，大概就是说可能老是这些特征来讲的情况会比较多一些，然后互动交流这边，而且不要畅通如,0
也不是呃，也不,0
一点的原因，反正本次红是感觉好像还有支付宝信用卡里怎么？,0
呃，不懂呀,0
嗯嗯，哎，还是操作上下来，他就那天天猫那天，那个嗯，怎么讲我？你稍等,0
就这个片段，他刚刚的话，是加您再说话，还是他老爸在？,0
没有他老爸签了一半，后来有,0
亲走了哦，这样子的是吧呃嗯，是QQ的一个,0
他老关心什么建议呢，他老爸是什么建议呢？嗯，差大，后来就走了，就没回来，还没回来呢,0
还没回来，是吧啊,0
那这样子，阿里巴巴,0
对嗯，是这样子,0
就是上次吗，家里也像您这边也跟我交流过然后呢，也跟这个,0
完了这边也交流过向房20的话呢,0
原版的时候的结构，为什么他讲我为什么说他？,0
阁下载奖品，幽默型的，因为你也看到了一般,0
这个老,0
你还是讲个就是属于结合啊，自己玩游戏会把这个游戏、商家的这个,0
您不里面来，所以小孩子不会觉得无语，知道吧,0
那拒绝可能带来的了，就就是在最开始跟家人交流的过程中了，只有发现他这个,0
行他他,0
是只要您去游戏，家人都没有玩。,0
对他就没有穿插过来，这节课没有参加过来，知道吧，然后呢，您可能电话交流方面相对来讲比较强你,0
一会我，我在这一个可现在，我也没有感觉到，饿得而少得对对对，因为那样最,0
哎呀等一下，那什么交易嗯,0
因为有时候开始的还是其实有时候小孩子家就是因为它老婆联系换上了之后，他才会去那个吗，都要到了，说对对对，说是为了讲题，而且,0
啊一呃,0
是吧，嗯，先打给,0
如果还打游戏,0
啊，添加弄了一些非常,0
嗯后面,0
嗯，问他题怎么样，其他放上去卖，也说他也也是没有什么支付吗，还是当时的qq4Y就是嗯,0
答，由于会不要联系，怎么怎么怎么怎么,0
那嗯，嗯，哎呀，我也说了啊，嗯，这个这个,0
啊，你看看它想你看看他,0
账户设之后呢，看它向往,0
呃，就一直就是我要打游戏，我要打过去，可能更多的一个状态，跟他自己有关。,0
知道吧，上课的时候，我看到最后那笔到期间，也并并不是说他自己不懂它，这就懒思考了。对吧，您让他就把,0
喂药就没什么没有什么思没什么失落的,0
对呀，所以说我觉得说那旺旺，他自己这个课程，他最迟要要嗯，所以先生这个，我们还有哪里的话？是我们的目的，有时候也是明确，并不是说自己说，为了,0
我们什么东西，或者,0
要他现在就要学多少橙色的东西，付款，嗯,0
啊，还有印记对吧，4.818出一个点哦来，任何一方面,0
梁总说，我们,0
要抓住一个点,0
这样子，他吗？,0
那么，但是蚂蚁的这个和我打一盘里好，今天这是你给我麻烦呀,0
没有申请COM,0
你好，还是查那个打电话还不开通，问一下鞋码,0
啊是啊哎呀,0
所以我会是因为是电脑,0
嗯，就是164,0
他根本在面对里面，正面,0
不怎么与,0
要面对那个啊，说是支持语言还是什么东西，有一些,0
可能呃，从拒绝，剩下的交易还是,0
从这方面自己去交两点有一些东西不不了解这些，入,0
点啊和,0
啊谢谢确定一点吧。,0
啊，你问他吧，你看他是以这个向贵形式打开，怎么？诶，上次我也跟他交流过了，如果说他觉得这个钱可以啊，没问题，我可以再去帮他换一个，像我这样子，只不过像我这样子，老是挺难找的哎，睡过去，他说，今天发有点,0
那如果填写的方式上面不大，ok，那我们就再想办法，反正他现在只有两个月的时间，这里做,0
好不好，您可以旺旺他是影院对应，就是通过这种方式，再来上课，相对来讲有点低一点，然后我大概呃，您那边他那个交通啊，怎么怎么样,0
大部分的一个孩子，你把他送到了针对。,0
下午，可之后，一般就不会起的，我这边下完课就,0
啊，有个小任务,0
订单号码这边也能兼顾一下这个对方的这个孩子来讲，还是必须得有屄,0
好的啊，知道吧，嗯,0
那这种方式来解决，我该如果方式ok的话呢，那我这边就再去帮他换一个新的，老是这样也可以，但他如果拒绝的方式就ok，那咱们,0
再想办法好吧嗯嗯，好的好,0
那我跟他再去银行，能等一下您现在还在边上,0
直接上你这边收,0
三项啊，就你妈是天猫是,0
公众号,0
那您啊，这样方式，这个方这个方式，你觉得说向科下来跟你线下，根据妈妈给你找的那个线下的，老是来比这样子，哪个更好一点啊,0
对的还是多啊,0
为什么啊？发的回答永远都是还行，随便也不知道他是头头才呢，还是按扣着一直我哇两家那账户上，我给卖家那别巧，家人，他都不理啊呃，家里你跟妈妈说一下，您看是接下来下面更好，还是说线上,0
这样更好啊,0
完了之后，你啊还通过网络来上课，几万，用这个iPad来上课的话，那我们就用这个,0
好像您,0
而且，它说还是你妈麻烦，你说呢，老是理商,0
你跟喜欢的话，你就让他送继续送你去老师那里上课，好吧,0
嗯，我跟他在交流一下啊，然后，拿回来，有下载,0
啊，然后跟,0
对对，反正上次的话呢，他也有跟我交流过这个方式，自己觉得怎么样，他自己心里面用,0
我去哪,0
这个问题没关系，我可以帮他换,0
那这个嗯，要跟他去讲一些邮寄，上面的一些题目吗，但他自己有没有,0
还过，而且也不能强加过去那样子到更美衣了，对吧，所以这些歌情况能不能？,0
小鱼叶天借一点之后，有什么事情的话呢，在您,0
卖家跟我说，好吧，嗯，好的，好的好的嗯，谢谢嗯嗯拜拜了哈哈嗯嗯，好,0
喂，你好，请问是张玉,0
是同学吗？嗯对哦，您好，我这边是咱们,0
对的老师是你在我们这边说了一节高三的数据。,0
试听课吗？啊，应该是刚刚网上点了那个网页嗯，对，然后,0
你说这个,0
课程的话，你爸妈知道么？不知道呀,0
不知道那你现在在家还是在学校呀,0
我再去修。嗯，在学校里头，那您,0
是注销的,0
您要注销的话，你多长时间能回家一次？,0
那都没啦,0
因为你要上的话，你后期不要在家用电脑,0
上课嘛没有，我只是听清看到我没有说，非就是用这个东西。,0
你要是天天看的话，您也要电脑听啊,0
手机呢手机不行嗯好吧嗯行呃好,0
那这边的话，您再想,0
好吧，如果说可以的话，您给我们这边打电话，好吧哦，好嗯，好好拜拜,0
哎哎，你好，我现在可以,0
那您讲话了，嗯啊，我,0
张女士,0
必须带来的。啊，电脑是笔记本对吧，对嗯这个耳麦，有的吗？,0
也是自带的，对吧嗯嗯哦哦,0
这样的,0
哎，妈那我想问一下，咱家,0
宝贝现在如果说数学100,0
啊，人家宝贝，现在能考多少呢？嗯,0
我不重新的,0
啊，基本都是100多，您当时就是因为出现运单号。,0
考试，然后就是绝情考试，呃，97分，然后就是比较人口选企业上错了，其实很简单的，因为一般就是都是能够转过的，就是重新，然后语文是99.5，就是有一个奶子，它写成了一个开始这个自己是会写的,0
现在最大的问题,0
就是重新，然后英语也是,0
哎，他就是经常会把,0
就是因为,0
付学的话，基本的支出，新的嗯，就是这个这个是最大的问题，然后就是这个还是很多呢，其实陈进嗯也没有说那个要求他100分，我们没有说要求，都说就是要求，他是检查，有时候它也会说妈妈，我今天检查了怎么样怎么样，然后他如果打个满分，他是说，诶，这个我先检查的时间来的嘛，他也自己也清楚基本上呃，就是这样子的，除非是有时候题目确实是有难就申请上会这样然后他,0
最大的,0
女士拖呢？,0
从拿这个这个问题，可以联系，因为是,0
时候吧，小时候嗯，一买的，包办的这种是实话，没有良好，然后嘞，现在就是这种情况，比如说，嗯星期五回来，我们就会先让他4点东西，因为是住校嘛，7点46就会就会做作业，对我们,0
一搬就是,0
希望能够在星期五,0
作业完成这样子，这样星期六，很有一，些户外的活动啊啥的就不用等到星期天还是赶作业编号，说只有一段时间就是这样,0
放心添加超级,0
所以还没有做完，是,0
对现在是听到新,0
15来做作业，然后,0
哦，那就因为经常是,0
在它比较多，所以呢，她也觉得字数，哎，妈妈其实承诺和因为现在9岁了吗？,0
他会跟我说吗？,0
你不会讲吗，我知道了，然后有时候他也是觉得不耐烦，其实,0
他就他那样,0
啊，其实你,0
嗯好干,0
嗯，他这个有,0
我咋回事啊你，说的是,0
说的他都还是会这样，请您说你要我们,0
没有时间观念吗，他,0
没有时间观念，所以呢，我也就是经常会跟他说，哎，我们5分钟之后，我就说让他自己去看时间对啊他,0
啊，靠时间之后,0
我发现就是,0
也就是说会,0
就是到了。,0
哦，是这样,0
然后看了5分钟之后，哎，我在网银,0
那我应该，我再晚一会儿啊，这个可以就是就是就是这样，就是我就拖了这个问题，确实是可能就说，请,0
嗯啊，是头双阳，他可能一个人，但是那个就是弹出窗衣服放在衣服上半天，有时候,0
做作业,0
如果它也会呃，自己玩手指，他也会可以完善半个小时，就,0
所以现在从哪里？,0
呃，我觉得是最大的我，我那个问题就是存在的问题，然后鞋子这一方面吗？就是感觉这个清单的毛病，其它我觉得都还好，就在船上的话，以下情侣较好的房间的那种，就是又又重新这样子，我觉得就最大了，还是习惯的问题吗？嗯嗯嗯，是的是什么吗，对应可以找到一个人撤销一下，咱家宝贝说就说号是,0
那真是余额宝未接到比较早了，那能不能去进行一个？,0
哎，其实是这样,0
但是，您嗯,0
嗯，您说这些问题他自己很清楚,0
啊然后,0
你也会跟他,0
嗯啊，要申请的平邮和备案写，就是呃，没有就是说如果,0
一定的呃，要要求,0
那个想法就是说要求，幸好对自己要求更严格的话。,0
那他各方面,0
是都还可以,0
反正这方面不会说,0
啊，所以有时候也会哪里什么，比如说鞋子啊，什么的，嗯，然后嗯，其他的看着什么的，寄给他都会有一点点坏话，什么邮件小成就，然后呢，老是拒绝的，他没有,0
如果生成后,0
是没有正常好事了，那个想法对自己要求不严格。就是就是这样子，最近很忙，所以跟她讲比较对自己有要求，不能觉得，哎呀，我考个90多分77也还可以，就是没什么,0
他现在就是这那反正我没怎么样啊,0
哦，也就是我,0
哎，可以啊，如果是这边,0
嗯别嗯，是就是对不怎么还能吗，周一的一个就是想问一下，这孩子，你说呃,0
诶，通过就妈妈给我,0
小二，我觉得这什么嘛，现在就是一,0
对孩子这块,0
嗯的，呃，虽然说宝宝的哎，我觉得我还可以啊，咱说实话，其实咱宝贝这个钱进现在，还可以，但是他这个手机习惯，但是这个随机希望妈妈刚才有说，可能就是扫的时候呢，那营业这块大，因为本,0
现在它说要站，然后因为还是做慢嘛，然后觉得，哎呀，可能自己支付上角,0
你别帮我进行账号的那种想法,0
嗯，都是上班嘛，然后所以我觉得那个确实是我最大的一个数，而且现在还是他也一直到这个问题了。,0
啊他也,0
知道他这个图，那已经影响到他了，然后就是经常星期五去接他的处罚，是作业，没做完。,0
然后老是在安排座位，是一个,0
诶好的,0
啊一个,0
嗯看到,0
什么问题可以问旁边那个,0
所以呢，我们家那个就是刚开始，就是这个鞋子。,0
啊，你理解,0
那个男生问题,0
退款，因为他有他表示，后面两个人一直在人都走完了，他们,0
还是沟通，也,0
他不想加，就觉很奇怪，是那干嘛,0
哦，老是也,0
会讲说,0
那个男,0
对啊，讲话，我们家也是换了来的，直接有人，那个想，她觉得是讲我很了解自己的孩子。,0
然后来，我就回来。,0
想问一下,0
啊，说他总是问我,0
为什么对然后我就跟他讲，我说你要跟他讲,0
跟他说清,0
您说我刚刚,0
嗯时候，我也先吧，我坐月做完，不然我们两个人的对话，对不对喂他本来就慢他,0
啊，去跟别人说及话费送他就变慢,0
说申请,0
说，今天问问店,0
人家宝贝，其实还是挺乐意助人的，还需要开发那边宝贝，但是首先对这个也是没得说对,0
对，但是，但,0
就像妈妈说的，您首先要把自己的事情做完了，对吧？,0
你就说,0
是这个事情，你做得非常好，你才可以在别人对不对，那，比如说,0
老式的快速的,0
都不是看好，那您在处理的，会不必留处理吗，还是说对是这样子的，我就不用这个这个讲,0
先生，我现在只,0
呃，得到20几，我觉得曾经,0
申诉登,0
呃，不是最那个的最最主要主要的，我觉,0
呃他其,0
方便，反而会影响到他，我觉得和你有点那个，比如说你，你送做这一块，他的时间关键没有嘛，他基本没有时间观念，别,0
对了，他不知道要30的，就是以得刚才，我们也放学了。我们得收着东西了。,0
不是还有那个信用,0
是这样就是,0
他错，他从,0
急救这样吗？,0
还是说到哪,0
也就是这个拖拉，就是比较严重，一点呢嗯,0
其实小时候最,0
